motif_chr	motif_start	motif_end	motif	motif_score	motif_strand	tss_chr	tss_start	tss_end	tss_info	tss_score	tss_strand	TSS_id	oligo_reg_x	oligo_reg_y	enhancer_id	oligo_reg	unique_id
chr17	64188237	64188248	E2F4	11.0172	+	chr17	64188159	64188274	protein_coding__p1@CEP112__chr17:64188177..64188240,-	0	-	chr17:64188177..64188240,-	chr17:64188159..64188273,-			chr17:64188159..64188273,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:64188159..64188273,-__1528.1.0.0
chr17	64188232	64188246	EGR1	16.8077	-	chr17	64188159	64188274	protein_coding__p1@CEP112__chr17:64188177..64188240,-	0	-	chr17:64188177..64188240,-	chr17:64188159..64188273,-			chr17:64188159..64188273,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:64188159..64188273,-__1528.1.0.0
chr17	64188230	64188242	TFAP2C	14.3776	-	chr17	64188159	64188274	protein_coding__p1@CEP112__chr17:64188177..64188240,-	0	-	chr17:64188177..64188240,-	chr17:64188159..64188273,-			chr17:64188159..64188273,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:64188159..64188273,-__1528.1.0.0
chr19	16582755	16582766	E2F4	14.3966	-	chr19	16582746	16582861	protein_coding__p1@EPS15L1__chr19:16582758..16582797,-	0	-	chr19:16582758..16582797,-	chr19:16582746..16582860,-			chr19:16582746..16582860,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:16582746..16582860,-__1536.1.0.0
chr19	16582755	16582766	E2F6	10.5517	-	chr19	16582746	16582861	protein_coding__p1@EPS15L1__chr19:16582758..16582797,-	0	-	chr19:16582758..16582797,-	chr19:16582746..16582860,-			chr19:16582746..16582860,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:16582746..16582860,-__1536.1.0.0
chr19	16582789	16582803	EGR1	16.25	-	chr19	16582746	16582861	protein_coding__p1@EPS15L1__chr19:16582758..16582797,-	0	-	chr19:16582758..16582797,-	chr19:16582746..16582860,-			chr19:16582746..16582860,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:16582746..16582860,-__1536.1.0.0
chr19	16582810	16582821	NRF1	15.4	+	chr19	16582746	16582861	protein_coding__p1@EPS15L1__chr19:16582758..16582797,-	0	-	chr19:16582758..16582797,-	chr19:16582746..16582860,-			chr19:16582746..16582860,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:16582746..16582860,-__1536.1.0.0
chr19	16582748	16582760	YY1	17.2308	-	chr19	16582746	16582861	protein_coding__p1@EPS15L1__chr19:16582758..16582797,-	0	-	chr19:16582758..16582797,-	chr19:16582746..16582860,-			chr19:16582746..16582860,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:16582746..16582860,-__1536.1.0.0
chr19	19431610	19431621	E2F4	11.6034	-	chr19	19431573	19431688	protein_coding__p1@MAU2__chr19:19431626..19431665,+	0	+	chr19:19431626..19431665,+	chr19:19431574..19431688,+			chr19:19431574..19431688,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.0.0
chr19	19431622	19431634	ELF1	7.98182	-	chr19	19431573	19431688	protein_coding__p1@MAU2__chr19:19431626..19431665,+	0	+	chr19:19431626..19431665,+	chr19:19431574..19431688,+			chr19:19431574..19431688,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.0.0
chr19	19431582	19431593	Gabpa	12.8525	+	chr19	19431573	19431688	protein_coding__p1@MAU2__chr19:19431626..19431665,+	0	+	chr19:19431626..19431665,+	chr19:19431574..19431688,+			chr19:19431574..19431688,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.0.0
chr19	19431610	19431629	PAX5	12.0645	-	chr19	19431573	19431688	protein_coding__p1@MAU2__chr19:19431626..19431665,+	0	+	chr19:19431626..19431665,+	chr19:19431574..19431688,+			chr19:19431574..19431688,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.0.0
chr19	19431664	19431676	YY1	19.0769	+	chr19	19431573	19431688	protein_coding__p1@MAU2__chr19:19431626..19431665,+	0	+	chr19:19431626..19431665,+	chr19:19431574..19431688,+			chr19:19431574..19431688,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.0.0
chr19	19431574	19431589	ZBTB33	12.1212	-	chr19	19431573	19431688	protein_coding__p1@MAU2__chr19:19431626..19431665,+	0	+	chr19:19431626..19431665,+	chr19:19431574..19431688,+			chr19:19431574..19431688,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.0.0
chr19	44287254	44287265	E2F4	14.9828	+	chr19	44287211	44287326	Enhancer__chr19:44287065-44287299	0	+	chr19:44287065-44287299		chr19:44287212..44287326,+	chr19:44287065-44287299	chr19:44287212..44287326,+	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:44287212..44287326,+__1954.1.0.0
chr19	44287254	44287265	E2F6	14.7069	+	chr19	44287211	44287326	Enhancer__chr19:44287065-44287299	0	+	chr19:44287065-44287299		chr19:44287212..44287326,+	chr19:44287065-44287299	chr19:44287212..44287326,+	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:44287212..44287326,+__1954.1.0.0
chr19	44287254	44287265	E2F4	14.9828	+	chr19	44287211	44287326	Enhancer__chr19:44287065-44287299	0	+	chr19:44287065-44287299		chr19:44287119..44287233,-	chr19:44287065-44287299	chr19:44287119..44287233,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:44287119..44287233,-__2247.1.0.0
chr19	44287254	44287265	E2F6	14.7069	+	chr19	44287211	44287326	Enhancer__chr19:44287065-44287299	0	+	chr19:44287065-44287299		chr19:44287119..44287233,-	chr19:44287065-44287299	chr19:44287119..44287233,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:44287119..44287233,-__2247.1.0.0
chr2	96874117	96874128	E2F4	10.7069	-	chr2	96874064	96874179	div_lnc__p1@LOC285033__chr2:96874110..96874158,+	0	+	chr2:96874110..96874158,+	chr2:96874065..96874179,+			chr2:96874065..96874179,+	WILDTYPE__Antisense.noflip.NA__chr2:96874065..96874179,+__454.1.0.0
chr2	96874088	96874106	NFYA	12.2195	+	chr2	96874064	96874179	div_lnc__p1@LOC285033__chr2:96874110..96874158,+	0	+	chr2:96874110..96874158,+	chr2:96874065..96874179,+			chr2:96874065..96874179,+	WILDTYPE__Antisense.noflip.NA__chr2:96874065..96874179,+__454.1.0.0
chr2	96874094	96874109	NFYB	15.5577	-	chr2	96874064	96874179	div_lnc__p1@LOC285033__chr2:96874110..96874158,+	0	+	chr2:96874110..96874158,+	chr2:96874065..96874179,+			chr2:96874065..96874179,+	WILDTYPE__Antisense.noflip.NA__chr2:96874065..96874179,+__454.1.0.0
chr2	96874064	96874075	NRF1	12.5091	+	chr2	96874064	96874179	div_lnc__p1@LOC285033__chr2:96874110..96874158,+	0	+	chr2:96874110..96874158,+	chr2:96874065..96874179,+			chr2:96874065..96874179,+	WILDTYPE__Antisense.noflip.NA__chr2:96874065..96874179,+__454.1.0.0
chr2	160568924	160568935	E2F4	10.2241	-	chr2	160568910	160569025	div_lnc__p4@BAZ2B__chr2:160568918..160568979,-	0	-	chr2:160568918..160568979,-	chr2:160568910..160569024,-			chr2:160568910..160569024,-	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr2:160568910..160569024,-__403.1.0.0
chr2	160568954	160568966	ELF1	10.4727	+	chr2	160568910	160569025	div_lnc__p4@BAZ2B__chr2:160568918..160568979,-	0	-	chr2:160568918..160568979,-	chr2:160568910..160569024,-			chr2:160568910..160569024,-	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr2:160568910..160569024,-__403.1.0.0
chr2	160568957	160568968	Gabpa	10.5574	+	chr2	160568910	160569025	div_lnc__p4@BAZ2B__chr2:160568918..160568979,-	0	-	chr2:160568918..160568979,-	chr2:160568910..160569024,-			chr2:160568910..160569024,-	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr2:160568910..160569024,-__403.1.0.0
chr2	160568975	160568986	SP1	14.7885	-	chr2	160568910	160569025	div_lnc__p4@BAZ2B__chr2:160568918..160568979,-	0	-	chr2:160568918..160568979,-	chr2:160568910..160569024,-			chr2:160568910..160569024,-	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr2:160568910..160569024,-__403.1.0.0
chr2	160568943	160568958	ZBTB33	15.6667	+	chr2	160568910	160569025	div_lnc__p4@BAZ2B__chr2:160568918..160568979,-	0	-	chr2:160568918..160568979,-	chr2:160568910..160569024,-			chr2:160568910..160569024,-	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr2:160568910..160569024,-__403.1.0.0
chr2	160568978	160568999	ZNF263	21.3061	+	chr2	160568910	160569025	div_lnc__p4@BAZ2B__chr2:160568918..160568979,-	0	-	chr2:160568918..160568979,-	chr2:160568910..160569024,-			chr2:160568910..160569024,-	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr2:160568910..160569024,-__403.1.0.0
chr2	219433327	219433338	E2F4	15.3448	-	chr2	219433282	219433397	protein_coding__p2@RQCD1__chr2:219433281..219433406,+	0	+	chr2:219433281..219433406,+	chr2:219433283..219433397,+			chr2:219433283..219433397,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:219433283..219433397,+__1562.1.0.0
chr2	219433288	219433299	NRF1	14.8545	-	chr2	219433282	219433397	protein_coding__p2@RQCD1__chr2:219433281..219433406,+	0	+	chr2:219433281..219433406,+	chr2:219433283..219433397,+			chr2:219433283..219433397,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:219433283..219433397,+__1562.1.0.0
chr2	219433329	219433345	ZNF143	2.58621	+	chr2	219433282	219433397	protein_coding__p2@RQCD1__chr2:219433281..219433406,+	0	+	chr2:219433281..219433406,+	chr2:219433283..219433397,+			chr2:219433283..219433397,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:219433283..219433397,+__1562.1.0.0
chr2	232379075	232379086	E2F4	11.5517	+	chr2	232379053	232379168	intergenic__p1@LINC00471__chr2:232379045..232379108,-	0	-	chr2:232379045..232379108,-	chr2:232379053..232379167,-			chr2:232379053..232379167,-	WILDTYPE__Lincrna.noflip.NA__chr2:232379053..232379167,-__423.1.0.0
chr2	232379124	232379142	NFYA	12.7195	-	chr2	232379053	232379168	intergenic__p1@LINC00471__chr2:232379045..232379108,-	0	-	chr2:232379045..232379108,-	chr2:232379053..232379167,-			chr2:232379053..232379167,-	WILDTYPE__Lincrna.noflip.NA__chr2:232379053..232379167,-__423.1.0.0
chr2	232379121	232379136	NFYB	13.7692	+	chr2	232379053	232379168	intergenic__p1@LINC00471__chr2:232379045..232379108,-	0	-	chr2:232379045..232379108,-	chr2:232379053..232379167,-			chr2:232379053..232379167,-	WILDTYPE__Lincrna.noflip.NA__chr2:232379053..232379167,-__423.1.0.0
chr20	25604603	25604607	E2F4	11.3966	+	chr20	25604603	25604718	div_lnc__p1@ENST00000414393,p1@uc002wuz.2__chr20:25604639..25604693,+	0	+	chr20:25604639..25604693,+	chr20:25604604..25604718,+			chr20:25604604..25604718,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr20:25604604..25604718,+__464.1.0.0
chr20	25604706	25604717	E2F4	10.5345	-	chr20	25604603	25604718	div_lnc__p1@ENST00000414393,p1@uc002wuz.2__chr20:25604639..25604693,+	0	+	chr20:25604639..25604693,+	chr20:25604604..25604718,+			chr20:25604604..25604718,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr20:25604604..25604718,+__464.1.0.0
chr20	25604657	25604671	EGR1	13.6154	-	chr20	25604603	25604718	div_lnc__p1@ENST00000414393,p1@uc002wuz.2__chr20:25604639..25604693,+	0	+	chr20:25604639..25604693,+	chr20:25604604..25604718,+			chr20:25604604..25604718,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr20:25604604..25604718,+__464.1.0.0
chr20	25604628	25604639	NRF1	18.6909	+	chr20	25604603	25604718	div_lnc__p1@ENST00000414393,p1@uc002wuz.2__chr20:25604639..25604693,+	0	+	chr20:25604639..25604693,+	chr20:25604604..25604718,+			chr20:25604604..25604718,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr20:25604604..25604718,+__464.1.0.0
chr20	25604704	25604714	RELA	12.5204	-	chr20	25604603	25604718	div_lnc__p1@ENST00000414393,p1@uc002wuz.2__chr20:25604639..25604693,+	0	+	chr20:25604639..25604693,+	chr20:25604604..25604718,+			chr20:25604604..25604718,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr20:25604604..25604718,+__464.1.0.0
chr20	37063999	37064010	E2F4	12.3621	-	chr20	37063936	37064051	intergenic__p1@LOC388796__chr20:37063946..37064029,-	0	-	chr20:37063946..37064029,-	chr20:37063936..37064050,-			chr20:37063936..37064050,-	WILDTYPE__Lincrna.flip.sense__chr20:37063936..37064050,-__473.1.0.0
chr20	37064003	37064014	NRF1	13.2545	-	chr20	37063936	37064051	intergenic__p1@LOC388796__chr20:37063946..37064029,-	0	-	chr20:37063946..37064029,-	chr20:37063936..37064050,-			chr20:37063936..37064050,-	WILDTYPE__Lincrna.flip.sense__chr20:37063936..37064050,-__473.1.0.0
chr21	30375151	30375162	E2F4	10.6724	+	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375049..30375163,+	chr21:30374865-30375265	chr21:30375049..30375163,+	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375049..30375163,+__2014.1.0.0
chr21	30375119	30375131	ELF1	15.2545	-	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375049..30375163,+	chr21:30374865-30375265	chr21:30375049..30375163,+	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375049..30375163,+__2014.1.0.0
chr21	30375118	30375129	ELK4	13.2545	+	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375049..30375163,+	chr21:30374865-30375265	chr21:30375049..30375163,+	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375049..30375163,+__2014.1.0.0
chr21	30375119	30375129	ETS1	10.9828	-	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375049..30375163,+	chr21:30374865-30375265	chr21:30375049..30375163,+	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375049..30375163,+__2014.1.0.0
chr21	30375117	30375128	Gabpa	12.8033	-	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375049..30375163,+	chr21:30374865-30375265	chr21:30375049..30375163,+	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375049..30375163,+__2014.1.0.0
chr21	30375146	30375157	NRF1	17.0727	-	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375049..30375163,+	chr21:30374865-30375265	chr21:30375049..30375163,+	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375049..30375163,+__2014.1.0.0
chr21	30375050	30375061	Tcf12	13.4082	+	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375049..30375163,+	chr21:30374865-30375265	chr21:30375049..30375163,+	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375049..30375163,+__2014.1.0.0
chr21	30375151	30375162	E2F4	10.6724	+	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375086..30375200,-	chr21:30374865-30375265	chr21:30375086..30375200,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375086..30375200,-__2307.1.0.0
chr21	30375119	30375131	ELF1	15.2545	-	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375086..30375200,-	chr21:30374865-30375265	chr21:30375086..30375200,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375086..30375200,-__2307.1.0.0
chr21	30375118	30375129	ELK4	13.2545	+	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375086..30375200,-	chr21:30374865-30375265	chr21:30375086..30375200,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375086..30375200,-__2307.1.0.0
chr21	30375119	30375129	ETS1	10.9828	-	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375086..30375200,-	chr21:30374865-30375265	chr21:30375086..30375200,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375086..30375200,-__2307.1.0.0
chr21	30375117	30375128	Gabpa	12.8033	-	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375086..30375200,-	chr21:30374865-30375265	chr21:30375086..30375200,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375086..30375200,-__2307.1.0.0
chr21	30375146	30375157	NRF1	17.0727	-	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375086..30375200,-	chr21:30374865-30375265	chr21:30375086..30375200,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375086..30375200,-__2307.1.0.0
chr21	30375050	30375061	Tcf12	13.4082	+	chr21	30375048	30375163	Enhancer__chr21:30374865-30375265	0	+	chr21:30374865-30375265		chr21:30375086..30375200,-	chr21:30374865-30375265	chr21:30375086..30375200,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375086..30375200,-__2307.1.0.0
chr21	34100381	34100392	E2F4	11.3448	+	chr21	34100345	34100460	div_lnc__p1@GCFC1-AS1__chr21:34100407..34100438,+	0	+	chr21:34100407..34100438,+	chr21:34100346..34100460,+			chr21:34100346..34100460,+	WILDTYPE__Antisense.flip.sense__chr21:34100346..34100460,+__500.1.0.0
chr21	34100360	34100374	EGR1	16.8269	-	chr21	34100345	34100460	div_lnc__p1@GCFC1-AS1__chr21:34100407..34100438,+	0	+	chr21:34100407..34100438,+	chr21:34100346..34100460,+			chr21:34100346..34100460,+	WILDTYPE__Antisense.flip.sense__chr21:34100346..34100460,+__500.1.0.0
chr21	34100345	34100349	Gabpa	10.2295	-	chr21	34100345	34100460	div_lnc__p1@GCFC1-AS1__chr21:34100407..34100438,+	0	+	chr21:34100407..34100438,+	chr21:34100346..34100460,+			chr21:34100346..34100460,+	WILDTYPE__Antisense.flip.sense__chr21:34100346..34100460,+__500.1.0.0
chr21	34100393	34100404	SP1	17.8077	-	chr21	34100345	34100460	div_lnc__p1@GCFC1-AS1__chr21:34100407..34100438,+	0	+	chr21:34100407..34100438,+	chr21:34100346..34100460,+			chr21:34100346..34100460,+	WILDTYPE__Antisense.flip.sense__chr21:34100346..34100460,+__500.1.0.0
chr21	34100345	34100354	SPI1	3.3090900000000003	-	chr21	34100345	34100460	div_lnc__p1@GCFC1-AS1__chr21:34100407..34100438,+	0	+	chr21:34100407..34100438,+	chr21:34100346..34100460,+			chr21:34100346..34100460,+	WILDTYPE__Antisense.flip.sense__chr21:34100346..34100460,+__500.1.0.0
chr22	39077896	39077907	E2F4	10.1724	-	chr22	39077826	39077941	div_lnc__p1@ENST00000444381,p1@uc003awd.2__chr22:39077808..39077881,-	0	-	chr22:39077808..39077881,-	chr22:39077826..39077940,-			chr22:39077826..39077940,-	WILDTYPE__Antisense.flip.sense__chr22:39077826..39077940,-__526.1.0.0
chr22	39077923	39077941	REST	7.0102	-	chr22	39077826	39077941	div_lnc__p1@ENST00000444381,p1@uc003awd.2__chr22:39077808..39077881,-	0	-	chr22:39077808..39077881,-	chr22:39077826..39077940,-			chr22:39077826..39077940,-	WILDTYPE__Antisense.flip.sense__chr22:39077826..39077940,-__526.1.0.0
chr22	39077826	39077835	SRF	6.09836	+	chr22	39077826	39077941	div_lnc__p1@ENST00000444381,p1@uc003awd.2__chr22:39077808..39077881,-	0	-	chr22:39077808..39077881,-	chr22:39077826..39077940,-			chr22:39077826..39077940,-	WILDTYPE__Antisense.flip.sense__chr22:39077826..39077940,-__526.1.0.0
chr22	39077899	39077907	E2F4	10.1724	-	chr22	39077899	39078014	div_pc__p1@TOMM22__chr22:39077947..39077986,+	0	+	chr22:39077947..39077986,+	chr22:39077900..39078014,+			chr22:39077900..39078014,+	WILDTYPE__mrna.flip.sense__chr22:39077900..39078014,+__1189.1.0.0
chr22	39077960	39077972	ELF1	11.8	-	chr22	39077899	39078014	div_pc__p1@TOMM22__chr22:39077947..39077986,+	0	+	chr22:39077947..39077986,+	chr22:39077900..39078014,+			chr22:39077900..39078014,+	WILDTYPE__mrna.flip.sense__chr22:39077900..39078014,+__1189.1.0.0
chr22	39077960	39077970	ELK1	15.1915	-	chr22	39077899	39078014	div_pc__p1@TOMM22__chr22:39077947..39077986,+	0	+	chr22:39077947..39077986,+	chr22:39077900..39078014,+			chr22:39077900..39078014,+	WILDTYPE__mrna.flip.sense__chr22:39077900..39078014,+__1189.1.0.0
chr22	39077959	39077970	ELK4	16.6	+	chr22	39077899	39078014	div_pc__p1@TOMM22__chr22:39077947..39077986,+	0	+	chr22:39077947..39077986,+	chr22:39077900..39078014,+			chr22:39077900..39078014,+	WILDTYPE__mrna.flip.sense__chr22:39077900..39078014,+__1189.1.0.0
chr22	39077960	39077970	ETS1	15.1034	-	chr22	39077899	39078014	div_pc__p1@TOMM22__chr22:39077947..39077986,+	0	+	chr22:39077947..39077986,+	chr22:39077900..39078014,+			chr22:39077900..39078014,+	WILDTYPE__mrna.flip.sense__chr22:39077900..39078014,+__1189.1.0.0
chr22	39077958	39077969	Gabpa	16.1148	-	chr22	39077899	39078014	div_pc__p1@TOMM22__chr22:39077947..39077986,+	0	+	chr22:39077947..39077986,+	chr22:39077900..39078014,+			chr22:39077900..39078014,+	WILDTYPE__mrna.flip.sense__chr22:39077900..39078014,+__1189.1.0.0
chr22	39077923	39077944	REST	7.0102	-	chr22	39077899	39078014	div_pc__p1@TOMM22__chr22:39077947..39077986,+	0	+	chr22:39077947..39077986,+	chr22:39077900..39078014,+			chr22:39077900..39078014,+	WILDTYPE__mrna.flip.sense__chr22:39077900..39078014,+__1189.1.0.0
chr22	42486868	42486872	E2F4	16.1207	+	chr22	42486868	42486983	div_lnc__p1@LOC100132273__chr22:42486923..42487002,+	0	+	chr22:42486923..42487002,+	chr22:42486869..42486983,+			chr22:42486869..42486983,+	WILDTYPE__Antisense.noflip.NA__chr22:42486869..42486983,+__527.1.0.0
chr22	42486868	42486872	E2F6	16.569000000000003	+	chr22	42486868	42486983	div_lnc__p1@LOC100132273__chr22:42486923..42487002,+	0	+	chr22:42486923..42487002,+	chr22:42486869..42486983,+			chr22:42486869..42486983,+	WILDTYPE__Antisense.noflip.NA__chr22:42486869..42486983,+__527.1.0.0
chr22	42486960	42486976	Hnf4a	3.01818	-	chr22	42486868	42486983	div_lnc__p1@LOC100132273__chr22:42486923..42487002,+	0	+	chr22:42486923..42487002,+	chr22:42486869..42486983,+			chr22:42486869..42486983,+	WILDTYPE__Antisense.noflip.NA__chr22:42486869..42486983,+__527.1.0.0
chr22	42486962	42486977	HNF4G	16.25	-	chr22	42486868	42486983	div_lnc__p1@LOC100132273__chr22:42486923..42487002,+	0	+	chr22:42486923..42487002,+	chr22:42486869..42486983,+			chr22:42486869..42486983,+	WILDTYPE__Antisense.noflip.NA__chr22:42486869..42486983,+__527.1.0.0
chr22	42486881	42486899	NFYA	10.6341	+	chr22	42486868	42486983	div_lnc__p1@LOC100132273__chr22:42486923..42487002,+	0	+	chr22:42486923..42487002,+	chr22:42486869..42486983,+			chr22:42486869..42486983,+	WILDTYPE__Antisense.noflip.NA__chr22:42486869..42486983,+__527.1.0.0
chr22	42486933	42486944	NRF1	15.7273	-	chr22	42486868	42486983	div_lnc__p1@LOC100132273__chr22:42486923..42487002,+	0	+	chr22:42486923..42487002,+	chr22:42486869..42486983,+			chr22:42486869..42486983,+	WILDTYPE__Antisense.noflip.NA__chr22:42486869..42486983,+__527.1.0.0
chr3	12838105	12838116	E2F4	14.6207	+	chr3	12838100	12838215	protein_coding__p1@CAND2__chr3:12838161..12838215,+	0	+	chr3:12838161..12838215,+	chr3:12838101..12838215,+			chr3:12838101..12838215,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:12838101..12838215,+__1238.1.0.0
