seqID	numMotifs	numBPcovered	fragmentLength	fractionBPcovered
protein_coding__p1@ENST00000558463__chr15:67439270..67439312,-	22	55	115	0.4782609
Enhancer__chr15:67488498-67488886	12	49	115	0.4260870
Enhancer__chr15:67490281-67490446	4	31	115	0.2695652
protein_coding__p2@IQCH__chr15:67547113..67547149,+	72	81	115	0.7043478
protein_coding__NA__chr15:67547520..67547538,-	20	61	115	0.5304348
div_pc__p1@C15orf61__chr15:67813494..67813595,+	66	83	115	0.7217391
div_lnc__p1@ENST00000559298__chr15:67813924..67814006,-	122	66	115	0.5739130
div_lnc__NA__chr15:67834934..67834975,-	52	67	115	0.5826087
div_pc__p1@MAP2K5__chr15:67835005..67835109,+	28	58	115	0.5043478
protein_coding__NA__chr15:68114225..68114227,+	6	46	115	0.4000000
intergenic__NA__chr15:68131394..68131395,-	53	38	115	0.3304348
Enhancer__chr15:68132387-68132778	147	92	115	0.8000000
Enhancer__chr15:68132952-68133362	39	60	115	0.5217391
Enhancer__chr15:68174845-68175044	23	70	115	0.6086956
Enhancer__chr15:68176779-68177152	32	86	115	0.7478261
Enhancer__chr15:68181339-68181566	5	62	115	0.5391304
Enhancer__chr15:68207456-68207574	13	70	115	0.6086956
Enhancer__chr15:68238127-68238678	45	73	115	0.6347826
Enhancer__chr15:68260561-68260756	24	73	115	0.6347826
Enhancer__chr15:68265864-68265976	3	18	115	0.1565217
Enhancer__chr15:68315721-68315978	20	53	115	0.4608696
Enhancer__chr15:68325695-68325962	5	41	115	0.3565217
protein_coding__p14@PIAS1__chr15:68346633..68346644,+	29	84	115	0.7304348
protein_coding__p3@CALML4__chr15:68498376..68498411,-	29	87	115	0.7565218
protein_coding__p1@CLN6__chr15:68521996..68522085,-	16	70	115	0.6086956
protein_coding__NA__chr15:68549538..68549558,-	37	75	115	0.6521739
Enhancer__chr15:68564194-68564543	40	67	115	0.5826087
Enhancer__chr15:68564990-68565500	20	68	115	0.5913044
div_pc__p1@FEM1B__chr15:68570062..68570147,+	58	73	115	0.6347826
div_lnc__NA__chr15:68570266..68570288,-	16	62	115	0.5391304
intergenic__NA__chr15:68593335..68593337,-	3	32	115	0.2782609
protein_coding__p1@ITGA11__chr15:68724490..68724516,-	34	74	115	0.6434783
Enhancer__chr15:68771712-68772048	10	65	115	0.5652174
Enhancer__chr15:68777268-68777651	9	49	115	0.4260870
Enhancer__chr15:68817140-68817423	14	53	115	0.4608696
Enhancer__chr15:68818732-68818982	1	12	115	0.1043478
Enhancer__chr15:68820991-68821248	72	81	115	0.7043478
Enhancer__chr15:68821473-68821531	24	81	115	0.7043478
Enhancer__chr15:68852038-68852173	87	57	115	0.4956522
Enhancer__chr15:68852393-68852527	66	66	115	0.5739130
Enhancer__chr15:68853537-68853757	14	73	115	0.6347826
protein_coding__p2@CORO2B__chr15:68871309..68871354,+	37	85	115	0.7391304
Enhancer__chr15:69047234-69047604	23	71	115	0.6173913
Enhancer__chr15:69063538-69063566	6	45	115	0.3913043
protein_coding__p1@ENST00000560188__chr15:69110555..69110581,+	27	87	115	0.7565218
protein_coding__p1@ANP32A__chr15:69113218..69113250,-	16	69	115	0.6000000
protein_coding__p1@NOX5,p1@SPESP1__chr15:69222827..69222904,+	23	84	115	0.7304348
antisense__NA__chr15:69336001..69336008,-	26	67	115	0.5826087
intergenic__p3@LINC00277__chr15:69365272..69365281,+	24	72	115	0.6260870
intergenic__p1@LINC00277__chr15:69373210..69373239,+	26	45	115	0.3913043
Enhancer__chr15:69376017-69376173	2	28	115	0.2434783
Enhancer__chr15:69382643-69382792	9	28	115	0.2434783
Enhancer__chr15:69385602-69385765	12	65	115	0.5652174
protein_coding__p1@ENST00000559798__chr15:69452878..69452957,+	36	78	115	0.6782609
div_lnc__p1@AK057971__chr15:69591093..69591107,-	106	78	115	0.6782609
div_pc__p1@PAQR5__chr15:69591235..69591299,+	94	104	115	0.9043478
div_pc__p1@KIF23__chr15:69706643..69706710,+	32	65	115	0.5652174
div_lnc__p1@ENST00000558617,p1@ENST00000560539__chr15:69707345..69707381,-	20	56	115	0.4869565
protein_coding__p1@RPLP1__chr15:69745150..69745170,+	18	84	115	0.7304348
intergenic__NA__chr15:69755080..69755115,-	36	64	115	0.5565217
intergenic__NA__chr15:69755273..69755343,+	36	78	115	0.6782609
Enhancer__chr15:69771851-69772087	25	59	115	0.5130435
Enhancer__chr15:69817910-69818170	47	84	115	0.7304348
Enhancer__chr15:69826034-69826378	12	50	115	0.4347826
Enhancer__chr15:69866659-69866776	23	73	115	0.6347826
intergenic__NA__chr15:69884522..69884542,+	13	71	115	0.6173913
Enhancer__chr15:69880375-69880725	21	61	115	0.5304348
Enhancer__chr15:69902643-69902959	15	79	115	0.6869565
Enhancer__chr15:69916364-69916890	44	94	115	0.8173913
Enhancer__chr15:69948905-69949301	20	63	115	0.5478261
Enhancer__chr15:69953348-69953482	25	87	115	0.7565218
Enhancer__chr15:69958901-69959304	22	64	115	0.5565217
Enhancer__chr15:69961329-69961591	32	88	115	0.7652174
Enhancer__chr15:69999049-69999379	17	88	115	0.7652174
Enhancer__chr15:70006588-70006856	33	86	115	0.7478261
Enhancer__chr15:70011327-70011603	82	51	115	0.4434783
Enhancer__chr15:70011897-70012351	16	41	115	0.3565217
Enhancer__chr15:70015437-70015800	34	73	115	0.6347826
Enhancer__chr15:70016835-70016937	40	70	115	0.6086956
Enhancer__chr15:70018310-70018627	21	91	115	0.7913043
Enhancer__chr15:70022912-70023058	46	79	115	0.6869565
Enhancer__chr15:70023380-70023641	184	65	115	0.5652174
Enhancer__chr15:70027564-70027712	25	67	115	0.5826087
Enhancer__chr15:70046451-70046807	14	57	115	0.4956522
Enhancer__chr15:70047760-70048370	34	56	115	0.4869565
Enhancer__chr15:70049728-70049802	34	53	115	0.4608696
Enhancer__chr15:70051353-70051726	54	70	115	0.6086956
Enhancer__chr15:70052375-70052953	16	64	115	0.5565217
Enhancer__chr15:70053152-70053574	44	77	115	0.6695652
Enhancer__chr15:70059539-70059827	7	42	115	0.3652174
Enhancer__chr15:70073189-70073508	32	71	115	0.6173913
Enhancer__chr15:70091169-70091533	6	41	115	0.3565217
Enhancer__chr15:70101259-70101454	7	46	115	0.4000000
intergenic__NA__chr15:70127540..70127559,+	13	46	115	0.4000000
Enhancer__chr15:70128275-70128612	24	91	115	0.7913043
Enhancer__chr15:70146031-70146330	26	98	115	0.8521739
Enhancer__chr15:70159864-70160126	51	76	115	0.6608695
Enhancer__chr15:70160829-70160983	99	70	115	0.6086956
Enhancer__chr15:70161196-70161355	24	70	115	0.6086956
Enhancer__chr15:70209530-70209700	11	30	115	0.2608696
Enhancer__chr15:70248819-70249136	34	62	115	0.5391304
Enhancer__chr15:70250203-70250472	11	51	115	0.4434783
Enhancer__chr15:70289516-70289879	37	76	115	0.6608695
protein_coding__p1@TLE3__chr15:70390213..70390263,-	71	62	115	0.5391304
Enhancer__chr15:70391261-70391735	120	84	115	0.7304348
Enhancer__chr15:70391851-70392235	88	86	115	0.7478261
Enhancer__chr15:70392397-70392607	81	48	115	0.4173913
Enhancer__chr15:70392960-70393272	20	48	115	0.4173913
Enhancer__chr15:70405678-70406140	15	76	115	0.6608695
Enhancer__chr15:70432931-70433327	76	55	115	0.4782609
Enhancer__chr15:70433556-70433653	65	48	115	0.4173913
Enhancer__chr15:70433943-70434190	55	63	115	0.5478261
Enhancer__chr15:70434543-70435101	20	44	115	0.3826087
Enhancer__chr15:70435216-70435495	57	73	115	0.6347826
Enhancer__chr15:70436319-70436687	14	44	115	0.3826087
Enhancer__chr15:70444369-70444580	31	104	115	0.9043478
Enhancer__chr15:70449426-70449750	12	86	115	0.7478261
Enhancer__chr15:70452625-70452932	44	69	115	0.6000000
Enhancer__chr15:70527003-70527238	22	88	115	0.7652174
Enhancer__chr15:70550028-70550229	105	87	115	0.7565218
Enhancer__chr15:70551051-70551280	75	82	115	0.7130435
Enhancer__chr15:70551432-70551570	116	68	115	0.5913044
Enhancer__chr15:70556541-70556924	28	69	115	0.6000000
Enhancer__chr15:70558801-70558908	48	47	115	0.4086956
Enhancer__chr15:70559114-70559449	84	80	115	0.6956522
Enhancer__chr15:70560344-70560555	6	34	115	0.2956522
Enhancer__chr15:70562818-70563128	6	53	115	0.4608696
Enhancer__chr15:70576810-70576951	21	86	115	0.7478261
Enhancer__chr15:70592913-70593206	36	99	115	0.8608696
intergenic__NA__chr15:70600353..70600355,+	4	48	115	0.4173913
Enhancer__chr15:70611955-70612144	22	49	115	0.4260870
Enhancer__chr15:70641269-70641570	14	57	115	0.4956522
Enhancer__chr15:70679327-70679587	9	87	115	0.7565218
Enhancer__chr15:70755114-70755202	15	26	115	0.2260870
Enhancer__chr15:70755364-70755766	36	65	115	0.5652174
Enhancer__chr15:70755934-70756114	57	65	115	0.5652174
Enhancer__chr15:70766954-70767165	34	40	115	0.3478261
Enhancer__chr15:70767457-70767783	80	76	115	0.6608695
Enhancer__chr15:70771310-70771756	50	79	115	0.6869565
Enhancer__chr15:70772674-70772914	28	88	115	0.7652174
Enhancer__chr15:70779021-70779387	21	79	115	0.6869565
Enhancer__chr15:70785060-70785587	36	81	115	0.7043478
Enhancer__chr15:70787270-70787553	20	93	115	0.8086957
Enhancer__chr15:70797214-70797333	12	66	115	0.5739130
Enhancer__chr15:70800143-70800820	52	56	115	0.4869565
Enhancer__chr15:70801545-70802091	28	74	115	0.6434783
Enhancer__chr15:70827382-70827642	13	53	115	0.4608696
Enhancer__chr15:70850665-70850865	11	53	115	0.4608696
Enhancer__chr15:70867778-70867861	13	65	115	0.5652174
Enhancer__chr15:70877631-70877741	24	72	115	0.6260870
Enhancer__chr15:70924070-70924122	20	64	115	0.5565217
Enhancer__chr15:70934341-70934514	27	46	115	0.4000000
protein_coding__p2@UACA__chr15:71055878..71055909,-	64	98	115	0.8521739
Enhancer__chr15:71078596-71078640	7	51	115	0.4434783
Enhancer__chr15:71084406-71084742	11	23	115	0.2000000
intergenic__NA__chr15:71123931..71123979,-	31	65	115	0.5652174
protein_coding__p5@LRRC49__chr15:71145710..71145723,+	54	78	115	0.6782609
protein_coding__p1@LARP6__chr15:71146480..71146531,-	100	80	115	0.6956522
protein_coding__p1@THAP10__chr15:71184724..71184778,-	34	91	115	0.7913043
Enhancer__chr15:71344757-71344812	27	62	115	0.5391304
Enhancer__chr15:71363973-71364162	27	93	115	0.8086957
Enhancer__chr15:71371688-71372044	36	61	115	0.5304348
Enhancer__chr15:71372469-71372708	60	60	115	0.5217391
Enhancer__chr15:71373131-71373408	20	40	115	0.3478261
protein_coding__p4@THSD4__chr15:71389281..71389306,+	10	62	115	0.5391304
Enhancer__chr15:71385768-71386181	13	59	115	0.5130435
protein_coding__p1@CT62__chr15:71407811..71407827,-	15	48	115	0.4173913
antisense__p1@uc002atc.2__chr15:71481386..71481410,-	50	90	115	0.7826087
Enhancer__chr15:72082448-72082758	12	47	115	0.4086956
Enhancer__chr15:72098812-72099061	40	102	115	0.8869565
Enhancer__chr15:72101101-72101317	34	91	115	0.7913043
antisense__p@chr15:72264531..72264550,+__chr15:72264531..72264550,+	28	87	115	0.7565218
protein_coding__NA__chr15:72409233..72409260,+	11	60	115	0.5217391
protein_coding__NA__chr15:72410910..72410937,-	28	68	115	0.5913044
intergenic__NA__chr15:72448533..72448542,-	15	72	115	0.6260870
Enhancer__chr15:72448533-72448632	14	58	115	0.5043478
protein_coding__p1@GRAMD2__chr15:72490114..72490145,-	20	70	115	0.6086956
protein_coding__NA__chr15:72524138..72524163,-	7	39	115	0.3391304
protein_coding__p@chr15:72565344..72565353,-__chr15:72565344..72565353,-	4	13	115	0.1130435
antisense__p1@uc002aug.2__chr15:72571208..72571220,+	11	52	115	0.4521739
protein_coding__NA__chr15:72612292..72612321,-	146	106	115	0.9217391
protein_coding__p1@CELF6__chr15:72612470..72612529,-	68	81	115	0.7043478
Enhancer__chr15:72617371-72617435	9	47	115	0.4086956
div_lnc__p1@C15orf34__chr15:72668438..72668488,+	130	79	115	0.6869565
div_pc__p4@HEXA__chr15:72668805..72668860,-	60	69	115	0.6000000
Enhancer__chr15:72671459-72671771	9	46	115	0.4000000
protein_coding__p1@TMEM202__chr15:72690640..72690661,+	8	48	115	0.4173913
div_pc__p1@ARIH1__chr15:72766651..72766680,+	58	68	115	0.5913044
div_lnc__p1@AK026340__chr15:72767490..72767526,-	32	70	115	0.6086956
intergenic__NA__chr15:72882022..72882027,+	11	76	115	0.6608695
Enhancer__chr15:72897243-72897463	30	86	115	0.7478261
protein_coding__NA__chr15:72978448..72978477,-	104	70	115	0.6086956
protein_coding__p1@BBS4__chr15:72978539..72978566,+	104	90	115	0.7826087
Enhancer__chr15:73032689-73032951	12	44	115	0.3826087
Enhancer__chr15:73035188-73035310	17	68	115	0.5913044
antisense__p1@LOC100287559__chr15:73075463..73075507,+	14	75	115	0.6521739
protein_coding__NA__chr15:73078343..73078344,-	46	83	115	0.7217391
Enhancer__chr15:73137238-73137524	24	69	115	0.6000000
Enhancer__chr15:73255768-73256006	13	38	115	0.3304348
Enhancer__chr15:73298550-73298855	15	51	115	0.4434783
Enhancer__chr15:73308423-73308823	1	11	115	0.0956522
protein_coding__NA__chr15:73343985..73344046,+	19	60	115	0.5217391
antisense__NA__chr15:73627557..73627572,+	13	67	115	0.5826087
protein_coding__p6@HCN4__chr15:73661292..73661304,-	34	78	115	0.6782609
protein_coding__p1@C15orf60__chr15:73735490..73735506,+	32	105	115	0.9130435
protein_coding__p3@NPTN__chr15:73925777..73925801,-	61	76	115	0.6608695
Enhancer__chr15:73939698-73939908	30	77	115	0.6695652
Enhancer__chr15:73942895-73943474	23	57	115	0.4956522
protein_coding__p11@CD276__chr15:73976279..73976296,+	14	65	115	0.5652174
protein_coding__NA__chr15:74045222..74045286,-	26	99	115	0.8608696
intergenic__NA__chr15:74060472..74060491,+	17	41	115	0.3565217
div_lnc__NA__chr15:74165843..74165878,-	18	54	115	0.4695652
div_pc__p2@TBC1D21__chr15:74165945..74165956,+	36	66	115	0.5739130
protein_coding__p1@LOXL1__chr15:74218787..74218813,+	10	82	115	0.7130435
Enhancer__chr15:74207446-74207874	13	60	115	0.5217391
Enhancer__chr15:74216715-74216840	38	70	115	0.6086956
Enhancer__chr15:74217117-74217259	59	70	115	0.6086956
antisense__p3@LOC100287616__chr15:74220536..74220564,-	6	50	115	0.4347826
Enhancer__chr15:74249257-74249448	22	72	115	0.6260870
Enhancer__chr15:74258069-74258363	7	78	115	0.6782609
Enhancer__chr15:74274053-74274479	20	90	115	0.7826087
protein_coding__NA__chr15:74286942..74286965,-	44	102	115	0.8869565
protein_coding__p1@PML__chr15:74287035..74287117,+	24	44	115	0.3826087
Enhancer__chr15:74343707-74344076	15	51	115	0.4434783
Enhancer__chr15:74346326-74346621	95	97	115	0.8434783
protein_coding__NA__chr15:74392640..74392650,+	46	91	115	0.7913043
protein_coding__NA__chr15:74421540..74421557,-	18	62	115	0.5391304
Enhancer__chr15:74447522-74447606	40	82	115	0.7130435
Enhancer__chr15:74464511-74464760	8	31	115	0.2695652
protein_coding__p2@ISLR__chr15:74466034..74466097,+	10	72	115	0.6260870
intergenic__NA__chr15:74471692..74471703,-	19	67	115	0.5826087
protein_coding__p@chr15:74504560..74504574,-__chr15:74504560..74504574,-	12	28	115	0.2434783
protein_coding__p1@ENST00000559243__chr15:74509530..74509547,+	21	76	115	0.6608695
antisense__p@chr15:74657802..74657829,+__chr15:74657802..74657829,+	18	47	115	0.4086956
protein_coding__p1@CYP11A1__chr15:74659978..74659993,-	26	45	115	0.3913043
Enhancer__chr15:74661495-74661657	44	52	115	0.4521739
Enhancer__chr15:74666695-74666987	32	87	115	0.7565218
Enhancer__chr15:74677413-74677899	40	72	115	0.6260870
Enhancer__chr15:74679306-74679684	35	82	115	0.7130435
Enhancer__chr15:74681899-74682338	54	80	115	0.6956522
Enhancer__chr15:74683456-74683642	9	34	115	0.2956522
Enhancer__chr15:74688835-74689193	30	62	115	0.5391304
Enhancer__chr15:74689389-74689592	126	80	115	0.6956522
Enhancer__chr15:74689868-74690209	60	72	115	0.6260870
Enhancer__chr15:74693129-74693507	32	44	115	0.3826087
Enhancer__chr15:74693719-74694069	129	97	115	0.8434783
Enhancer__chr15:74695295-74695591	21	87	115	0.7565218
Enhancer__chr15:74699762-74699966	12	89	115	0.7739130
protein_coding__NA__chr15:74726747..74726761,-	33	76	115	0.6608695
Enhancer__chr15:74728445-74728784	17	54	115	0.4695652
div_pc__p1@UBL7__chr15:74753455..74753533,-	98	74	115	0.6434783
div_lnc__p1@LOC440288__chr15:74753622..74753661,+	102	74	115	0.6434783
intergenic__NA__chr15:74775240..74775241,+	10	96	115	0.8347826
Enhancer__chr15:74801015-74801389	9	42	115	0.3652174
Enhancer__chr15:74823971-74824076	9	36	115	0.3130435
protein_coding__p1@ARID3B__chr15:74833584..74833626,+	71	111	115	0.9652174
Enhancer__chr15:74828638-74828659	15	92	115	0.8000000
protein_coding__p2@CLK3__chr15:74890824..74890860,+	65	100	115	0.8695652
antisense__NA__chr15:74907930..74907970,-	23	72	115	0.6260870
protein_coding__p1@EDC3__chr15:74988329..74988392,-	63	90	115	0.7826087
Enhancer__chr15:75001937-75001950	9	39	115	0.3391304
protein_coding__p1@CYP1A1__chr15:75017862..75017876,-	26	76	115	0.6608695
Enhancer__chr15:75018665-75019349	85	95	115	0.8260869
protein_coding__p1@CYP1A2__chr15:75041184..75041187,+	16	40	115	0.3478261
Enhancer__chr15:75069783-75070047	12	47	115	0.4086956
protein_coding__p3@CSK__chr15:75074385..75074405,+	63	112	115	0.9739130
protein_coding__p2@LMAN1L__chr15:75105148..75105163,+	12	62	115	0.5391304
protein_coding__p1@CPLX3__chr15:75118944..75118983,+	41	86	115	0.7478261
protein_coding__p1@ULK3__chr15:75135453..75135529,-	36	93	115	0.8086957
protein_coding__p1@SCAMP2__chr15:75165665..75165714,-	124	101	115	0.8782609
protein_coding__p1@MPI__chr15:75182370..75182408,+	29	82	115	0.7130435
antisense__NA__chr15:75192333..75192337,+	9	53	115	0.4608696
protein_coding__NA__chr15:75199666..75199677,-	7	66	115	0.5739130
protein_coding__p2@COX5A__chr15:75230478..75230489,-	34	88	115	0.7652174
protein_coding__NA__chr15:75249629..75249668,+	38	76	115	0.6608695
protein_coding__p8@RPP25__chr15:75249793..75249810,-	66	87	115	0.7565218
protein_coding__p1@PPCDC__chr15:75315922..75315956,+	13	67	115	0.5826087
Enhancer__chr15:75422284-75422708	38	58	115	0.5043478
Enhancer__chr15:75423357-75423922	19	68	115	0.5913044
Enhancer__chr15:75430605-75430778	16	51	115	0.4434783
Enhancer__chr15:75445545-75445830	3	15	115	0.1304348
Enhancer__chr15:75449127-75449383	17	52	115	0.4521739
Enhancer__chr15:75460054-75460405	25	62	115	0.5391304
Enhancer__chr15:75470847-75471095	72	94	115	0.8173913
protein_coding__p@chr15:75487954..75487976,+__chr15:75487954..75487976,+	24	80	115	0.6956522
Enhancer__chr15:75516793-75516921	21	79	115	0.6869565
protein_coding__p1@COMMD4__chr15:75628395..75628414,+	54	82	115	0.7130435
protein_coding__p6@NEIL1__chr15:75639348..75639359,+	14	46	115	0.4000000
intergenic__NA__chr15:75648171..75648219,-	12	76	115	0.6608695
div_lnc__p2@MAN2C1__chr15:75660431..75660463,+	74	72	115	0.6260870
div_pc__p1@MAN2C1__chr15:75660919..75660964,-	18	69	115	0.6000000
protein_coding__p2@SIN3A__chr15:75748143..75748162,-	45	77	115	0.6695652
protein_coding__p1@PTPN9__chr15:75871589..75871676,-	28	100	115	0.8695652
Enhancer__chr15:75886318-75886335	25	102	115	0.8869565
protein_coding__p6@SNUPN__chr15:75918787..75918823,-	19	76	115	0.6608695
intergenic__NA__chr15:75928479..75928481,+	16	78	115	0.6782609
protein_coding__p1@SNX33__chr15:75940218..75940298,+	36	61	115	0.5304348
protein_coding__NA__chr15:75941123..75941143,-	40	54	115	0.4695652
protein_coding__NA__chr15:75971618..75971630,+	8	48	115	0.4173913
Enhancer__chr15:75959061-75959441	29	99	115	0.8608696
protein_coding__p1@CSPG4__chr15:76005170..76005197,-	25	64	115	0.5565217
protein_coding__p1@ODF3L1__chr15:76016375..76016392,+	27	55	115	0.4782609
div_lnc__p1@DNM1P35__chr15:76030927..76030972,-	52	107	115	0.9304348
Enhancer__chr15:76045531-76045710	5	45	115	0.3913043
Enhancer__chr15:76050803-76051078	66	84	115	0.7304348
protein_coding__p2@UBE2Q2__chr15:76135779..76135795,+	29	73	115	0.6347826
protein_coding__p2@FBXO22__chr15:76196211..76196227,+	50	82	115	0.7130435
protein_coding__p2@NRG4__chr15:76352095..76352145,-	114	105	115	0.9130435
protein_coding__p2@C15orf27__chr15:76352284..76352306,+	98	86	115	0.7478261
antisense__NA__chr15:76473659..76473660,-	17	80	115	0.6956522
protein_coding__p1@ETFA__chr15:76603727..76603818,-	33	95	115	0.8260869
protein_coding__p1@ISL2__chr15:76629123..76629151,+	30	51	115	0.4434783
antisense__NA__chr15:76634859..76634860,-	72	82	115	0.7130435
intergenic__NA__chr15:76634990..76634991,+	76	87	115	0.7565218
Enhancer__chr15:76639120-76639380	5	33	115	0.2869565
protein_coding__p1@SCAPER__chr15:77197655..77197716,-	57	76	115	0.6608695
protein_coding__p3@RCN2__chr15:77223983..77223994,+	12	70	115	0.6086956
Enhancer__chr15:77280831-77281103	40	55	115	0.4782609
protein_coding__NA__chr15:77285665..77285685,+	13	70	115	0.6086956
intergenic__NA__chr15:77336057..77336059,+	10	69	115	0.6000000
Enhancer__chr15:77332766-77333147	5	26	115	0.2260870
protein_coding__p6@TSPAN3__chr15:77376269..77376319,-	28	44	115	0.3826087
protein_coding__p1@PEAK1__chr15:77712429..77712473,-	14	47	115	0.4086956
protein_coding__p2@HMG20A__chr15:77713025..77713081,+	54	61	115	0.5304348
Enhancer__chr15:77785821-77785911	18	53	115	0.4608696
Enhancer__chr15:77788110-77788356	21	83	115	0.7217391
