unique_id	wt_id	SNP	rna_1_wt_med	rna_2_wt_med	rna_3_wt_med	rna_4_wt_med	combined_wt_med	rna_1_snp_med	rna_2_snp_med	rna_3_snp_med	rna_4_snp_med	combined_snp_med	rna_1_l2fc	rna_2_l2fc	rna_3_l2fc	rna_4_l2fc	combined_l2fc	rna_1_pval	rna_2_pval	rna_3_pval	rna_4_pval	combined_pval	rna_1_padj	rna_2_padj	rna_3_padj	rna_4_padj	combined_padj	rna_1_sig	rna_2_sig	rna_3_sig	rna_4_sig	combined_sig
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chrX:115085410..115085524,-__928.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:115085410..115085524,-__928.1.0.0	rs5991048	-2.9642500920058734	-2.5112180877754855	-1.933280957283972	-2.818852352628163	-2.5569003724233736	-2.7319292739809002	-1.6998730474125994	-1.8018123430186423	-2.4836176137168953	-2.1793080695322593	0.23232081802497317	0.8113450403628861	0.13146861426532963	0.33523473891126754	0.3775923028911141	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chrX:134555829..134555943,+__931.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:134555829..134555943,+__931.1.0.0	rs57673335	1.7105450281373398	-0.6517847484182756	2.8858080884361708	0.37095716243426824	1.0788813826473758	-0.6892761676567216	-0.6065554913174023	-0.22361805311187086	-1.6364195620581516	-0.7889673185360366	-2.399821195794061	0.04522925710087333	-3.1094261415480418	-2.0073767244924197	-1.8678487011834124	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chrX:46187043..46187157,-__937.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:46187043..46187157,-__937.1.0.0	rs67963969	-2.676210223358985	-2.1635046432332516	-2.05940626055893	-2.4054627202579466	-2.326145961852278	-2.4682147802581884	-3.382641368761257	-2.5407584631197224	-2.548030344061134	-2.7349112390500756	0.20799544310079643	-1.2191367255280054	-0.48135220256079236	-0.14256762380318744	-0.4087652771977972	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chrX:73511864..73511978,-__946.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:73511864..73511978,-__946.1.0.0	rs174140	-1.1382909035344202	0.12524247112900086	0.8605434141801602	0.5118577436341675	0.08983818135222707	-1.1400180086990161	0.4379103517229769	0.898735506860924	-0.40857632380335585	-0.05298711847961779	-0.0017271051645959545	0.312667880593976	0.038192092680763734	-0.9204340674375233	-0.1428252998318449	0.501992688725	0.727009731456	0.609889042629	0.0240855495486	0.293214371643	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:145076059..145076173,-__951.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:145076059..145076173,-__951.1.0.0	rs1663850	-1.6200643341812566	-1.1193144613079098	-2.2703215417066422	-1.8262243121540171	-1.7089811623374564	-1.270925380300978	-1.5825992785111649	-1.406194593836139	-0.4379850361150134	-1.1744260721908237	0.3491389538802787	-0.4632848172032551	0.8641269478705031	1.3882392760390037	0.5345550901466326	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:145076059..145076173,-__951.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:145076059..145076173,-__951.1.0.0	rs1663849	-1.6200643341812566	-1.1193144613079098	-2.2703215417066422	-1.8262243121540171	-1.7089811623374564	-2.2528626342482223	0.09225111325925296	-2.705660852185793	-0.5027863711199638	-1.3422646860736815	-0.6327983000669657	1.2115655745671627	-0.43533931047915075	1.3234379410340533	0.3667164762637749	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr1:145076059..145076173,-__951.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:145076059..145076173,-__951.1.0.0	rs1663850,rs1663849	-1.6200643341812566	-1.1193144613079098	-2.2703215417066422	-1.8262243121540171	-1.7089811623374564	-1.7365259544483216	-0.9801217587831116	-1.3851138536627765	-1.6897420954365603	-1.4478759155826926	-0.11646162026706497	0.1391927025247982	0.8852076880438657	0.13648221671745686	0.261105246754764	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:150946895..150947009,-__953.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:150946895..150947009,-__953.1.0.0	rs587645085				-1.3978523955266566	-1.3978523955266566	0.4361734589952291	0.24434596550492188	3.914539153643139	0.3334410302262157	1.2321249020923764				1.7312934257528723	1.7312934257528723	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:150946895..150947009,-__953.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:150946895..150947009,-__953.1.0.0	rs587703995				-1.3978523955266566	-1.3978523955266566	-1.0933514195880958		0.4869225745971655	-0.2758092876115019	-0.2940793775341441				1.1220431079151547	1.1220431079151547	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr1:150946895..150947009,-__953.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:150946895..150947009,-__953.1.0.0	rs587645085,rs587703995				-1.3978523955266566	-1.3978523955266566	-0.6303592652900141		0.8390678261087636	1.0548076223119454	0.42117206104356497				2.452660017838602	2.452660017838602	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.flip.sense__chr1:153939883..153939997,+__954.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:153939883..153939997,+__954.1.0.0	rs12027029	-2.046000689570392	-0.7887117022146155	-0.6910439833576079	-1.4338623170657319	-1.2399046730520868	-0.46900003973808185	0.9237329895374633	1.637151321653051	0.38945245056823263	0.6203341805051663	1.5770006498323104	1.7124446917520788	2.328195305010659	1.8233147676339645	1.860238853557253	0.0150857114019	1.31407978866e-07	1.65189624759e-09	1.65189624759e-09	5.15110164801e-22	1	7.55595878479e-05	1.10181479714e-06	9.4488465362e-07	3.45123810417e-19	not sig	sig	sig	sig	sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:160147114..160147228,+__957.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:160147114..160147228,+__957.1.0.0	rs1408664	-0.5769077654736015	1.0303289799609043	1.8040720223444984	0.6744339436112764	0.7329817951107694	-2.50165845490412	-2.040592283280814	-2.4284053679550306	-2.3547773859376084	-2.3313583730193934	-1.9247506894305186	-3.0709212632417184	-4.232477390299529	-3.0292113295488847	-3.0643401681301623	NA__not_enough_barcodes	7.25484831955e-05	1.15574606291e-10	0.00406065558642	7.81764827877e-14	NA__not_enough_barcodes	0.0417153778374	7.7088262396e-08	1	5.23782434677e-11	NA__too_many_rep_NAs	sig	sig	not sig	sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:175162049..175162163,-__960.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:175162049..175162163,-__960.1.0.0	rs115368522	-2.110685082332854	-2.3275479690178047	-1.5075416990185673	-2.0531317167763885	-1.9997266167864036	-2.5909272753928567	-1.892447678519552	-1.5254153355610063	-2.5761270274376757	-2.146229329227773	-0.4802421930600027	0.4351002904982526	-0.01787363654243901	-0.5229953106612872	-0.1465027124413691	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:179851151..179851265,+__961.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:179851151..179851265,+__961.1.0.0	rs112714304	-2.8040771092610397	-2.430296612441122	-3.062372531854189	-3.266830008223082	-2.890894065444858	-2.6435260086738084	-2.2673934576127994	-2.2578024120344082	-2.9824099676242675	-2.5377829614863208	0.16055110058723132	0.16290315482832263	0.8045701198197808	0.2844200405988144	0.3531111039585373	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr1:179851151..179851265,+__961.1.1.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:179851151..179851265,+__961.1.0.0	rs113821980,rs112714304	-2.8040771092610397	-2.430296612441122	-3.062372531854189	-3.266830008223082	-2.890894065444858	-2.319577822016167	-2.159049669243241	-2.4181183301418883	-2.147772730948869	-2.2611296380875414	0.4844992872448728	0.27124694319788123	0.6442542017123007	1.1190572772742131	0.629764427357317	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.flip.sense__chr1:46769244..46769358,+__968.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:46769244..46769358,+__968.1.0.0	rs149948577	-0.21339144782910668	1.3190583220411982	1.7167414648534376	0.2598994004483822	0.7705769348784778	-1.1073976194354993	0.8335811054865525	1.3313674979093142	0.4505917966495759	0.3770356951524858	-0.8940061716063926	-0.4854772165546457	-0.3853739669441234	0.19069239620119366	-0.39354123972599203	0.13967914143	0.0399413890972	0.0201846528804	0.563691144959	0.00910372366801	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:91102409..91102523,-__978.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:91102409..91102523,-__978.1.0.0	rs1332332	-1.9896404652646864	-2.0655138885889626	-1.7402694812407773	-2.9535708238176683	-2.1872486647280236	-3.378024868483964	-1.5862955984460994	-2.385133267710194	-2.8468913565600036	-2.549086272800065	-1.3883844032192778	0.4792182901428632	-0.6448637864694169	0.10667946725766475	-0.3618376080720417	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:91102409..91102523,-__978.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:91102409..91102523,-__978.1.0.0	rs1332333	-1.9896404652646864	-2.0655138885889626	-1.7402694812407773	-2.9535708238176683	-2.1872486647280236	-3.2282371100304377	-2.068420459925752	-1.7418899821283598	-1.7728188101180578	-2.2028415905506518	-1.2385966447657513	-0.0029065713367892876	-0.0016205008875824767	1.1807520136996106	-0.015592925822628112	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr10:91102409..91102523,-__978.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:91102409..91102523,-__978.1.0.0	rs1332332,rs1332333	-1.9896404652646864	-2.0655138885889626	-1.7402694812407773	-2.9535708238176683	-2.1872486647280236	-2.5520392027777556	-0.8477871218052544	-2.126976962096962	-1.7891508875596986	-1.8289885435599178	-0.5623987375130692	1.2177267667837082	-0.3867074808561848	1.1644199362579697	0.35826012116810596	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:118095758..118095872,-__980.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:118095758..118095872,-__980.1.0.0	rs3802866	-3.683839243269536	-2.690091367611593	-3.5089625052171236	-4.0039187820411195	-3.4717029745348427	-3.256660406208468	-2.863035023680379	-4.155250485007652	-3.217321702424764	-3.3730669043303156	0.4271788370610681	-0.17294365606878603	-0.6462879797905288	0.7865970796163557	0.09863607020452725	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:118927851..118927965,-__981.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:118927851..118927965,-__981.1.0.0	rs17552226							0.03775923574585768	1.2536388016832445		0.645699018714551						NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:17756264..17756378,+__983.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:17756264..17756378,+__983.1.0.0	rs150102860		0.07527785571877343	-0.8074583016927205	-0.4592866617053478	-0.39715570255976496	1.499355864540028	0.4623857365020668	1.4032633269670658	2.123135774474857	1.3720351756210043		0.3871078807832934	2.2107216286597864	2.582422436180205	1.7267506485410948	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:17756264..17756378,+__983.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:17756264..17756378,+__983.1.0.0	rs28526619		0.07527785571877343	-0.8074583016927205	-0.4592866617053478	-0.39715570255976496		-2.557785856395324	-2.126170243559214	-0.5720507005900078	-1.7520022668481818		-2.6330637121140974	-1.3187119418664932	-0.11276403888466002	-1.3548465642884169	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr11:17756264..17756378,+__983.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:17756264..17756378,+__983.1.0.0	rs150102860,rs28526619		0.07527785571877343	-0.8074583016927205	-0.4592866617053478	-0.39715570255976496	2.7361785192073245	0.31808966703819946	0.9408698384930934	-0.31937655789011776	0.9189403667121249		0.24281181131942603	1.748328140185814	0.13991010381523006	0.7103500184401567	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.flip.sense__chr11:72145537..72145651,-__989.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:72145537..72145651,-__989.1.0.0	rs117104239	1.6241942261472535	2.886418840306521	3.4664297901944474	2.495249367288144	2.618073055984092	-0.7555508876288959	0.5060759208985557	0.8320334948636554	0.17720835317042113	0.1899417203259341	-2.379745113776149	-2.3803429194079655	-2.634396295330792	-2.318041014117723	-2.4281313356581573	9.53931849178e-07	1.73191865036e-11	6.21192327504e-12	2.71058914141e-09	1.80668515324e-33	0.000437854718773	9.95853223956e-09	4.14335282445e-09	1.55045698889e-06	1.21047905267e-30	sig	sig	sig	sig	sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:124086630..124086744,+__996.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124086630..124086744,+__996.1.0.0	rs113620982	-2.7905443863456214	-1.744662961998387	-1.5013616160856271	-1.9113363549875333	-1.9869763298542922	-2.4491089370595445	-2.1356104965883236	-1.9571669438291317	-2.1725438545834193	-2.1786075580151048	0.34143544928607694	-0.3909475345899365	-0.4558053277435046	-0.26120749959588596	-0.19163122816081252	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:124873335..124873449,-__997.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124873335..124873449,-__997.1.0.0	rs191752208	-2.3403402089908427	-1.0437071612315787	0.001959937864782102	-1.1790768097633049	-1.140291060530236	-2.4351933438716986	-0.8675252519983576	-0.8780316738822129	-1.4169016920826765	-1.3994129904587365	-0.0948531348808559	0.17618190923322108	-0.879991611746995	-0.2378248823193716	-0.25912192992850036	NA__no_active_tile	0.829896383209	0.0386605553759	NA__no_active_tile	0.282761152449	NA__no_active_tile	1	1	NA__no_active_tile	1	NA__too_many_rep_NAs	not sig	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:32655017..32655131,+__999.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:32655017..32655131,+__999.1.0.0	rs11052033	-2.1033926217044723	-2.4811418101285723	-2.1287189537928652	-2.395479888481085	-2.277183318526749	-3.5476139032859653	-2.660734669531055	-3.131570263881688	-2.4281890464328133	-2.94202697078288	-1.444221281581493	-0.17959285940248293	-1.0028513100888228	-0.03270915795172824	-0.6648436522561317	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr13:102104846..102104960,+__1007.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr13:102104846..102104960,+__1007.1.0.0	rs16958936	-3.5385294321613765	-2.5932765603508554	-2.714173346029086	-3.500037259693881	-3.0865041495588	-3.486593597777814	-3.4366444122797466	-2.7615321735084306	-3.132220789013002	-3.204247743144748	0.05193583438356253	-0.8433678519288912	-0.04735882747934461	0.3678164706808791	-0.11774359358594855	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr13:51796427..51796541,+__1014.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr13:51796427..51796541,+__1014.1.0.0	rs7323665				-0.3171460511214285	-0.3171460511214285			-1.058633416871364	-3.517849784218253	-2.2882416005448087				-3.2007037330968244	-3.2007037330968244	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
