index	n_total_motifs	n_unique_motifs	max_cov	n_bp_cov	log_n_total_motifs	log_n_unique_motifs	log_max_cov	log_n_bp_cov
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr2:87754921..87755035,+__450.1.0.0	42	22	17	96	3.7376696182833684	3.091042453358316	2.833213344056216	4.564348191467836
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr2:89165673..89165787,-__453.1.0.0	19	19	8	72	2.9444389791664403	2.9444389791664403	2.0794415416798357	4.276666119016055
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr3:101659611..101659725,+__536.1.0.0	4	4	3	26	1.3862943611198906	1.3862943611198906	1.0986122886681098	3.258096538021482
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr3:177159673..177159787,+__566.1.0.0	4	4	4	27	1.3862943611198906	1.3862943611198906	1.3862943611198906	3.295836866004329
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr3:4534827..4534941,-__580.1.0.0	19	17	9	77	2.9444389791664403	2.833213344056216	2.1972245773362196	4.343805421853684
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr3:94657011..94657125,+__595.1.0.0	5	5	3	47	1.6094379124341003	1.6094379124341003	1.0986122886681098	3.8501476017100584
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr3:94657045..94657159,+__596.1.0.0	6	6	5	48	1.791759469228055	1.791759469228055	1.6094379124341003	3.871201010907891
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:124310..124424,+__605.1.0.0	7	7	4	42	1.9459101490553132	1.9459101490553132	1.3862943611198906	3.7376696182833684
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:135248590..135248704,-__607.1.0.0	48	39	34	79	3.871201010907891	3.6635616461296463	3.5263605246161616	4.3694478524670215
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:152330009..152330123,-__613.1.0.0	32	21	15	82	3.4657359027997265	3.044522437723423	2.70805020110221	4.406719247264253
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:165798062..165798176,+__615.1.0.0	10	10	8	47	2.302585092994046	2.302585092994046	2.0794415416798357	3.8501476017100584
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:175041637..175041751,-__619.1.0.0	21	11	9	93	3.044522437723423	2.3978952727983707	2.1972245773362196	4.532599493153256
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:185776772..185776886,-__623.1.0.0	12	12	5	41	2.4849066497880004	2.4849066497880004	1.6094379124341003	3.713572066704308
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:189321810..189321924,+__624.1.0.0	14	14	5	56	2.6390573296152584	2.6390573296152584	1.6094379124341003	4.02535169073515
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:189376652..189376766,+__625.1.0.0	5	5	2	46	1.6094379124341003	1.6094379124341003	0.6931471805599453	3.828641396489095
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:31998921..31999035,+__627.1.0.0	31	31	28	74	3.4339872044851463	3.4339872044851463	3.332204510175204	4.30406509320417
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:34041504..34041618,-__628.1.0.0	15	12	9	79	2.70805020110221	2.4849066497880004	2.1972245773362196	4.3694478524670215
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr4:79567260..79567374,+__646.1.0.0	7	7	4	56	1.9459101490553132	1.9459101490553132	1.3862943611198906	4.02535169073515
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:12574875..12574989,+__654.1.0.0	46	40	19	71	3.828641396489095	3.6888794541139363	2.9444389791664403	4.2626798770413155
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:147618008..147618122,+__1723.1.0.0	10	10	4	44	2.302585092994046	2.302585092994046	1.3862943611198906	3.784189633918261
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:158527441..158527555,+__668.1.0.0	6	6	5	33	1.791759469228055	1.791759469228055	1.6094379124341003	3.4965075614664802
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:175612155..175612269,-__676.1.0.0	5	5	5	37	1.6094379124341003	1.6094379124341003	1.6094379124341003	3.6109179126442243
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:180257947..180258061,+__678.1.0.0	29	22	9	85	3.367295829986474	3.091042453358316	2.1972245773362196	4.442651256490317
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:180708287..180708401,+__682.1.0.0	11	9	7	46	2.3978952727983707	2.1972245773362196	1.9459101490553132	3.828641396489095
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:20616428..20616542,+__685.1.0.0	12	9	6	55	2.4849066497880004	2.1972245773362196	1.791759469228055	4.007333185232471
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:72446430..72446544,-__1724.1.0.0	23	21	20	94	3.1354942159291497	3.044522437723423	2.995732273553991	4.543294782270004
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:90610184..90610298,-__717.1.0.0	20	18	14	48	2.995732273553991	2.8903717578961645	2.6390573296152584	3.871201010907891
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr5:9546328..9546442,+__721.1.0.0	37	22	19	70	3.6109179126442243	3.091042453358316	2.9444389791664403	4.248495242049359
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr6:10435005..10435119,-__725.1.0.0	10	10	6	54	2.302585092994046	2.302585092994046	1.791759469228055	3.9889840465642745
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr6:19804948..19805062,-__741.1.0.0	18	18	16	66	2.8903717578961645	2.8903717578961645	2.772588722239781	4.189654742026425
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:100942814..100942928,+__765.1.0.0	20	19	14	94	2.995732273553991	2.9444389791664403	2.6390573296152584	4.543294782270004
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:112635647..112635761,-__768.1.0.0	10	10	5	61	2.302585092994046	2.302585092994046	1.6094379124341003	4.110873864173311
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:135777593..135777707,+__784.1.0.0	12	10	6	71	2.4849066497880004	2.302585092994046	1.791759469228055	4.2626798770413155
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:142198030..142198144,-__785.1.0.0	23	22	13	79	3.1354942159291497	3.091042453358316	2.5649493574615367	4.3694478524670215
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:149678..149792,+__786.1.0.0	24	23	16	83	3.1780538303479458	3.1354942159291497	2.772588722239781	4.418840607796598
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:15727960..15728074,+__1725.1.0.0	13	13	10	34	2.5649493574615367	2.5649493574615367	2.302585092994046	3.5263605246161616
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:26438141..26438255,+__798.1.0.0	37	28	22	88	3.6109179126442243	3.332204510175204	3.091042453358316	4.477336814478207
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:53879598..53879712,-__808.1.0.0	17	17	8	80	2.833213344056216	2.833213344056216	2.0794415416798357	4.382026634673881
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:65958508..65958622,-__810.1.0.0	31	21	13	74	3.4339872044851463	3.044522437723423	2.5649493574615367	4.30406509320417
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:86974738..86974852,-__818.1.0.0	4	4	2	34	1.3862943611198906	1.3862943611198906	0.6931471805599453	3.5263605246161616
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:86974785..86974899,-__819.1.0.0	16	16	7	63	2.772588722239781	2.772588722239781	1.9459101490553132	4.143134726391533
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:126963396..126963510,-__833.1.0.0	27	23	11	76	3.295836866004329	3.1354942159291497	2.3978952727983707	4.330733340286331
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:132320782..132320896,+__839.1.0.0	15	15	9	49	2.70805020110221	2.70805020110221	2.1972245773362196	3.8918202981106265
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:144363753..144363867,-__843.1.0.0	23	23	15	61	3.1354942159291497	3.1354942159291497	2.70805020110221	4.110873864173311
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:144450700..144450814,-__845.1.0.0	5	3	1	37	1.6094379124341003	1.0986122886681098	0.0	3.6109179126442243
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:17658773..17658887,+__848.1.0.0	29	19	17	61	3.367295829986474	2.9444389791664403	2.833213344056216	4.110873864173311
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:30601660..30601774,+__853.1.0.0	35	32	19	72	3.5553480614894135	3.4657359027997265	2.9444389791664403	4.276666119016055
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:61429297..61429411,-__863.1.0.0	41	13	11	53	3.713572066704308	2.5649493574615367	2.3978952727983707	3.970291913552122
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:65730122..65730236,-__1726.1.0.0	6	6	6	50	1.791759469228055	1.791759469228055	1.791759469228055	3.912023005428146
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:71383261..71383375,+__1727.1.0.0	9	9	4	60	2.1972245773362196	2.1972245773362196	1.3862943611198906	4.0943445622221
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:75015646..75015760,+__1728.1.0.0	9	9	4	45	2.1972245773362196	2.1972245773362196	1.3862943611198906	3.8066624897703196
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:82066455..82066569,+__870.1.0.0	22	21	14	63	3.091042453358316	3.044522437723423	2.6390573296152584	4.143134726391533
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:9183551..9183665,+__1729.1.0.0	6	5	4	37	1.791759469228055	1.6094379124341003	1.3862943611198906	3.6109179126442243
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:102582142..102582256,-__886.1.0.0	42	26	22	70	3.7376696182833684	3.258096538021482	3.091042453358316	4.248495242049359
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:132251325..132251439,+__898.1.0.0	21	21	18	45	3.044522437723423	3.044522437723423	2.8903717578961645	3.8066624897703196
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:138799602..138799716,+__903.1.0.0	32	21	19	64	3.4657359027997265	3.044522437723423	2.9444389791664403	4.1588830833596715
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:37079834..37079948,+__908.1.0.0	45	44	22	83	3.8066624897703196	3.784189633918261	3.091042453358316	4.418840607796598
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:74920389..74920503,+__911.1.0.0	7	7	4	40	1.9459101490553132	1.9459101490553132	1.3862943611198906	3.6888794541139363
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:93195787..93195901,-__916.1.0.0	14	14	8	60	2.6390573296152584	2.6390573296152584	2.0794415416798357	4.0943445622221
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:94903461..94903575,+__917.1.0.0	14	11	10	60	2.6390573296152584	2.3978952727983707	2.302585092994046	4.0943445622221
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:98189077..98189191,-__919.1.0.0	36	31	28	61	3.58351893845611	3.4339872044851463	3.332204510175204	4.110873864173311
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:99449259..99449373,+__923.1.0.0	40	25	16	67	3.6888794541139363	3.2188758248682006	2.772588722239781	4.204692619390966
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:102024009..102024123,+__924.1.0.0	20	18	13	64	2.995732273553991	2.8903717578961645	2.5649493574615367	4.1588830833596715
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:114957217..114957331,+__927.1.0.0	25	14	7	87	3.2188758248682006	2.6390573296152584	1.9459101490553132	4.465908118654584
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:115085410..115085524,-__928.1.0.0	29	22	19	80	3.367295829986474	3.091042453358316	2.9444389791664403	4.382026634673881
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:134555829..134555943,+__931.1.0.0	34	26	20	91	3.5263605246161616	3.258096538021482	2.995732273553991	4.51085950651685
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:46187043..46187157,-__937.1.0.0	13	13	9	60	2.5649493574615367	2.5649493574615367	2.1972245773362196	4.0943445622221
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:73511864..73511978,-__946.1.0.0	13	12	10	58	2.5649493574615367	2.4849066497880004	2.302585092994046	4.060443010546419
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr10:1034322..1034436,+__1440.1.0.0	27	26	24	74	3.295836866004329	3.258096538021482	3.1780538303479458	4.30406509320417
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr10:28821628..28821742,+__1144.1.0.0	24	17	17	85	3.1780538303479458	2.833213344056216	2.833213344056216	4.442651256490317
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr10:38146503..38146617,-__1146.1.0.0	33	26	26	86	3.4965075614664802	3.258096538021482	3.258096538021482	4.454347296253507
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:207356..207470,-__1460.1.0.0	54	35	26	82	3.9889840465642745	3.5553480614894135	3.258096538021482	4.406719247264253
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:27528279..27528393,-__1150.1.0.0	38	32	22	81	3.6375861597263857	3.4657359027997265	3.091042453358316	4.394449154672439
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:62432704..62432818,+__1469.1.0.0	11	11	9	60	2.3978952727983707	2.3978952727983707	2.1972245773362196	4.0943445622221
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:65647228..65647342,+__1475.1.0.0	20	19	12	78	2.995732273553991	2.9444389791664403	2.4849066497880004	4.356708826689592
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:70244567..70244681,+__1152.1.0.0	87	49	49	78	4.465908118654584	3.8918202981106265	3.8918202981106265	4.356708826689592
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:72145537..72145651,-__989.1.0.0	8	8	4	66	2.0794415416798357	2.0794415416798357	1.3862943611198906	4.189654742026425
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:112279772..112279886,+__1154.1.0.0	24	21	15	71	3.1780538303479458	3.044522437723423	2.70805020110221	4.2626798770413155
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:50222161..50222275,-__1156.1.0.0	50	26	17	108	3.912023005428146	3.258096538021482	2.833213344056216	4.68213122712422
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574395..53574509,-__1484.1.0.0	61	39	32	83	4.110873864173311	3.6635616461296463	3.4657359027997265	4.418840607796598
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574426..53574540,+__1485.1.0.0	44	35	32	81	3.784189633918261	3.5553480614894135	3.4657359027997265	4.394449154672439
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:96390087..96390201,-__1159.1.0.0	12	12	4	67	2.4849066497880004	2.4849066497880004	1.3862943611198906	4.204692619390966
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr15:100273601..100273715,-__1023.1.0.0	49	38	27	93	3.8918202981106265	3.6375861597263857	3.295836866004329	4.532599493153256
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr15:49913077..49913191,+__1501.1.0.0	27	20	14	74	3.295836866004329	2.995732273553991	2.6390573296152584	4.30406509320417
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr16:2014792..2014906,-__1167.1.0.0	34	33	16	83	3.5263605246161616	3.4965075614664802	2.772588722239781	4.418840607796598
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr16:28875089..28875203,+__1505.1.0.0	25	21	13	85	3.2188758248682006	3.044522437723423	2.5649493574615367	4.442651256490317
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr16:89724164..89724278,+__1513.1.0.0	29	24	20	82	3.367295829986474	3.1780538303479458	2.995732273553991	4.406719247264253
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:5015136..5015250,-__1169.1.0.0	18	17	7	80	2.8903717578961645	2.833213344056216	1.9459101490553132	4.382026634673881
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:5372218..5372332,-__1039.1.0.0	48	44	25	91	3.871201010907891	3.784189633918261	3.2188758248682006	4.51085950651685
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:73663226..73663340,-__1529.1.0.0	20	20	17	70	2.995732273553991	2.995732273553991	2.833213344056216	4.248495242049359
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr19:37064159..37064273,-__1171.1.0.0	24	23	23	66	3.1780538303479458	3.1354942159291497	3.1354942159291497	4.189654742026425
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr19:54960298..54960412,+__1172.1.0.0	17	16	10	54	2.833213344056216	2.772588722239781	2.302585092994046	3.9889840465642745
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:153939883..153939997,+__954.1.0.0	6	6	6	16	1.791759469228055	1.791759469228055	1.791759469228055	2.772588722239781
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:156698181..156698295,+__1420.1.0.0	24	18	17	23	3.1780538303479458	2.8903717578961645	2.833213344056216	3.1354942159291497
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:156698202..156698316,-__1419.1.0.0	26	20	17	40	3.258096538021482	2.995732273553991	2.833213344056216	3.6888794541139363
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:176176611..176176725,-__1134.1.0.0	13	11	7	74	2.5649493574615367	2.3978952727983707	1.9459101490553132	4.30406509320417
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:201476216..201476330,-__1135.1.0.0	14	14	6	94	2.6390573296152584	2.6390573296152584	1.791759469228055	4.543294782270004
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:24104828..24104942,+__1138.1.0.0	33	25	16	74	3.4965075614664802	3.2188758248682006	2.772588722239781	4.30406509320417
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:3816787..3816901,-__1139.1.0.0	19	19	10	64	2.9444389791664403	2.9444389791664403	2.302585092994046	4.1588830833596715
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:46769244..46769358,+__968.1.0.0	36	31	21	82	3.58351893845611	3.4339872044851463	3.044522437723423	4.406719247264253
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:95285851..95285965,+__1143.1.0.0	19	14	9	86	2.9444389791664403	2.6390573296152584	2.1972245773362196	4.454347296253507
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr22:29196522..29196636,-__1188.1.0.0	21	19	17	75	3.044522437723423	2.9444389791664403	2.833213344056216	4.31748811353631
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:139259260..139259374,+__1174.1.0.0	55	42	29	83	4.007333185232471	3.7376696182833684	3.367295829986474	4.418840607796598
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:160568937..160569051,+__1176.1.0.0	37	27	21	102	3.6109179126442243	3.295836866004329	3.044522437723423	4.624972813284271
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:237994477..237994591,+__1179.1.0.0	9	9	3	56	2.1972245773362196	2.1972245773362196	1.0986122886681098	4.02535169073515
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:264820..264934,+__1382.1.0.0	16	13	12	92	2.772588722239781	2.5649493574615367	2.4849066497880004	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:27851832..27851946,-__1569.1.0.0	33	33	15	68	3.4965075614664802	3.4965075614664802	2.70805020110221	4.219507705176107
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:27851837..27851951,+__1570.1.0.0	36	33	15	71	3.58351893845611	3.4965075614664802	2.70805020110221	4.2626798770413155
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:3605885..3605999,-__1181.1.0.0	33	32	12	92	3.4965075614664802	3.4657359027997265	2.4849066497880004	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:134204786..134204900,+__1613.1.0.0	94	62	61	85	4.543294782270004	4.127134385045092	4.110873864173311	4.442651256490317
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:134204792..134204906,-__1612.1.0.0	94	62	61	85	4.543294782270004	4.127134385045092	4.110873864173311	4.442651256490317
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:153839139..153839253,+__1192.1.0.0	31	21	20	92	3.4339872044851463	3.044522437723423	2.995732273553991	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:184529904..184530018,+__1073.1.0.0	51	48	25	75	3.9318256327243257	3.871201010907891	3.2188758248682006	4.31748811353631
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:45017656..45017770,+__1308.1.0.0	62	29	29	83	4.127134385045092	3.367295829986474	3.367295829986474	4.418840607796598
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:48481587..48481701,+__1621.1.0.0	31	29	14	64	3.4339872044851463	3.367295829986474	2.6390573296152584	4.1588830833596715
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:49449566..49449680,+__1626.1.0.0	13	13	7	75	2.5649493574615367	2.5649493574615367	1.9459101490553132	4.31748811353631
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr4:110354902..110355016,+__1284.1.0.0	47	21	19	82	3.8501476017100584	3.044522437723423	2.9444389791664403	4.406719247264253
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr4:40058390..40058504,+__1085.1.0.0	14	14	9	49	2.6390573296152584	2.6390573296152584	2.1972245773362196	3.8918202981106265
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr4:4543705..4543819,-__1200.1.0.0	23	19	11	71	3.1354942159291497	2.9444389791664403	2.3978952727983707	4.2626798770413155
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr5:137514778..137514892,+__1088.1.0.0	24	24	13	69	3.1780538303479458	3.1780538303479458	2.5649493574615367	4.23410650459726
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr5:145562057..145562171,-__1089.1.0.0	29	29	19	88	3.367295829986474	3.367295829986474	2.9444389791664403	4.477336814478207
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr5:33440795..33440909,+__1204.1.0.0	14	13	10	32	2.6390573296152584	2.5649493574615367	2.302585092994046	3.4657359027997265
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr5:9546152..9546266,-__1209.1.0.0	21	17	9	82	3.044522437723423	2.833213344056216	2.1972245773362196	4.406719247264253
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:111804879..111804993,-__1210.1.0.0	28	21	21	92	3.332204510175204	3.044522437723423	3.044522437723423	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:135818822..135818936,-__1211.1.0.0	17	16	12	73	2.833213344056216	2.772588722239781	2.4849066497880004	4.290459441148391
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:149969767..149969881,-__1096.1.0.0	23	23	20	32	3.1354942159291497	3.1354942159291497	2.995732273553991	3.4657359027997265
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:153304679..153304793,-__1212.1.0.0	19	13	11	75	2.9444389791664403	2.5649493574615367	2.3978952727983707	4.31748811353631
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:170102090..170102204,-__1651.1.0.0	46	44	26	80	3.828641396489095	3.784189633918261	3.258096538021482	4.382026634673881
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:170102142..170102256,+__1652.1.0.0	62	50	24	81	4.127134385045092	3.912023005428146	3.1780538303479458	4.394449154672439
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:30294166..30294280,+__1215.1.0.0	32	31	22	65	3.4657359027997265	3.4339872044851463	3.091042453358316	4.174387269895637
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:31465842..31465956,+__1099.1.0.0	7	7	4	23	1.9459101490553132	1.9459101490553132	1.3862943611198906	3.1354942159291497
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:49430931..49431045,-__1671.1.0.0	18	16	5	70	2.8903717578961645	2.772588722239781	1.6094379124341003	4.248495242049359
